X,Y
10,2.100000
20,4.300000
30,4.000000
40,5.500000
50,8.000000
60,9.500000
70,14.300000
80,20.200000
90,21.000000
100,29.900000
110,33.600000
120,33.300000
130,35.000000
140,34.100000
150,33.800000
160,32.800000
170,32.400000
180,33.700000
190,32.900000
200,33.500000
210,31.600000
220,32.500000
230,30.600000
240,30.600000
250,30.400000
260,30.500000
