X,Y
10,318.924794
20,158.737259
30,126.202908
40,117.885212
50,137.174583
60,144.927542
70,149.576528
80,166.273679
90,183.470159
100,272.932247
110,831.002366
120,1528.230663
130,2708.375436
140,2357.392803
150,2390.133898
160,1425.138614
170,1160.698572
180,934.883564
190,715.979118
200,555.885122
210,472.674512
220,337.448974
230,262.669487
240,240.154890
250,180.783017
260,151.893594
