X,Y
10,218.265579
20,116.418846
30,124.751816
40,125.321473
50,118.700794
60,115.986797
70,127.646018
80,131.598521
90,132.070667
100,149.894367
110,190.989696
120,197.161228
130,688.804082
140,1498.969836
150,2047.157388
160,1366.250194
170,1132.198130
180,954.347643
190,617.007883
200,521.439545
210,479.473735
220,328.167595
230,272.060894
240,237.322765
250,165.937396
260,156.994799
