X,Y
10,527.600087
20,446.777428
30,1049.779098
40,731.141337
50,1519.806701
60,2472.264083
70,4833.599527
80,6861.867035
90,8498.171721
100,11282.877799
110,4560.296925
120,4158.906750
130,2818.296668
140,2154.351246
150,1867.223050
160,1448.171288
170,1058.122494
180,972.968972
190,715.666303
200,519.001360
210,497.070368
220,353.749422
230,340.537650
240,297.009494
250,357.306489
260,360.747417
