X,Y
10,1.800000
20,4.400000
30,4.500000
40,5.100000
50,5.900000
60,6.600000
70,7.200000
80,6.800000
90,7.800000
100,7.400000
110,6.700000
120,7.600000
130,6.500000
140,6.600000
150,6.900000
160,6.900000
170,6.500000
180,6.500000
190,6.200000
200,6.500000
210,6.000000
220,5.500000
230,5.400000
240,5.000000
250,6.200000
260,5.200000
