X,Y
10,880.683594
20,9750.538330
30,6413.940782
40,9357.891439
50,0.000000
60,0.000000
70,7.943008
80,5.018933
90,4.935809
100,8.282333
110,5.986230
120,8.608502
130,9.159614
140,8.443138
150,8.321773
160,11.459601
170,289.045181
180,973.772708
190,1381.395647
200,1414.660615
210,1785.528145
220,2115.500666
230,2068.445320
240,2598.545098
250,3416.514692
260,3675.689744
