X,Y
10,252.509766
20,171.065819
30,147.141827
40,155.307296
50,217.736969
60,354.559416
70,336.440597
80,820.298995
90,1636.936349
100,2645.906897
110,5353.784377
120,5058.366906
130,3154.712666
140,2547.357767
150,2283.370601
160,1478.908806
170,1125.796957
180,956.065367
190,672.025072
200,571.590776
210,453.531391
220,329.751121
230,271.293466
240,226.116948
250,161.222676
260,159.823464
