X,Y
10,833.950195
20,1115.770717
30,0.000000
40,0.000000
50,0.000000
60,0.000000
70,30622.013097
80,4629.593330
90,2788.685085
100,3.160611
110,3.159143
120,3.392216
130,866.350032
140,1486.482244
150,4034.148483
160,877.546420
170,1380.286228
180,1975.252900
190,1999.468642
200,1905.007541
210,2253.901543
220,2057.515223
230,1981.830884
240,2024.482652
250,2148.625162
260,1830.468210
