X,Y
10,963.104126
20,2017.559030
30,0.000000
40,0.000000
50,0.000000
60,0.000000
70,0.000000
80,4343.088680
90,2.028846
100,8959.041616
110,5075.491849
120,448.471846
130,1656.090503
140,875.799641
150,314.975085
160,508.571047
170,1906.881930
180,1887.183245
190,2410.736030
200,1368.776933
210,1151.423271
220,1487.901137
230,1285.283406
240,1547.104508
250,1850.019368
260,2299.350722
