X,Y
10,148.132305
20,113.469561
30,106.430496
40,147.221209
50,170.582633
60,150.520828
70,196.864577
80,587.222136
90,1962.693227
100,2424.174248
110,2184.114793
120,2224.662344
130,1527.936198
140,1180.344066
150,928.012958
160,734.951704
170,1348.143624
180,2076.848184
190,2017.290071
200,1958.979318
210,2115.003934
220,2090.012997
230,2125.627279
240,2044.516074
250,2270.851222
260,2314.352422
