X,Y
10,2.000000
20,2.200000
30,2.400000
40,9.500000
50,9.200000
60,9.600000
70,14.100000
80,17.000000
90,17.700000
100,17.000000
110,18.400000
120,17.300000
130,17.500000
140,17.500000
150,16.500000
160,17.000000
170,16.600000
180,16.200000
190,16.200000
200,16.300000
210,16.500000
220,16.400000
230,15.500000
240,16.000000
250,16.000000
260,16.300000
