X,Y
10,2.700000
20,3.200000
30,3.800000
40,5.600000
50,8.700000
60,7.900000
70,9.000000
80,8.500000
90,9.600000
100,8.800000
110,8.800000
120,8.400000
130,8.100000
140,8.700000
150,8.300000
160,8.100000
170,7.700000
180,7.500000
190,7.600000
200,7.600000
210,7.500000
220,7.400000
230,7.300000
240,7.400000
250,7.600000
260,7.500000
