X,Y
10,288.911707
20,210.627127
30,144.786287
40,373.276034
50,612.767508
60,1415.300330
70,2691.156434
80,4519.843746
90,4821.329142
100,3103.539411
110,2575.726542
120,1935.156375
130,1347.750543
140,1081.169910
150,887.782577
160,727.607017
170,1456.842044
180,2072.206882
190,2218.959655
200,2013.580295
210,2186.387653
220,2216.042181
230,2176.157458
240,2381.683953
250,2243.082272
260,2607.739340
